Project,Subproject,Treatment,"Deployment Name","ID Type","Deployment ID","Sequence ID","Begin Time","End Time","Species Name","Common Name",Age,Sex,"Individually Identifiable",Count,"Actual Lat","Actual Lon",Fuzzed
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s59,2017-10-19T09:49:20,2017-10-19T09:49:27,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s6,2017-10-11T05:15:35,2017-10-11T05:19:11,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s6,2017-10-11T05:15:35,2017-10-11T05:19:11,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s6,2017-10-11T05:15:35,2017-10-11T05:19:11,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s60,2017-10-19T09:51:29,2017-10-19T09:51:35,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s61,2017-10-19T09:53:11,2017-10-19T09:55:15,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s62,2017-10-19T10:06:41,2017-10-19T10:12:58,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s63,2017-10-19T10:14:05,2017-10-19T10:15:45,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s64,2017-10-19T11:49:33,2017-10-19T11:49:41,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s65,2017-10-19T14:30:50,2017-10-19T14:30:57,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s66,2017-10-19T18:51:32,2017-10-19T18:51:39,"Unknown Cervid","Unknown Cervid",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s67,2017-10-19T23:21:16,2017-10-19T23:21:23,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s67,2017-10-19T23:21:16,2017-10-19T23:21:23,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s68,2017-10-19T23:22:27,2017-10-19T23:22:53,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s68,2017-10-19T23:22:27,2017-10-19T23:22:53,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s69,2017-10-20T03:19:50,2017-10-20T03:19:56,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s7,2017-10-12T07:37:35,2017-10-12T07:38:08,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s70,2017-10-20T15:43:54,2017-10-20T15:44:01,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s71,2017-10-20T18:47:05,2017-10-20T18:48:18,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s72,2017-10-20T18:54:40,2017-10-20T18:55:04,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s73,2017-10-20T18:58:29,2017-10-20T19:00:40,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s74,2017-10-20T19:03:05,2017-10-20T19:05:32,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s75,2017-10-20T19:08:06,2017-10-20T19:08:55,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s76,2017-10-20T19:11:17,2017-10-20T19:11:25,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s77,2017-10-20T23:38:39,2017-10-20T23:38:44,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s78,2017-10-20T23:42:34,2017-10-20T23:43:19,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s79,2017-10-20T23:48:40,2017-10-20T23:49:50,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s8,2017-10-12T09:47:12,2017-10-12T09:51:00,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s80,2017-10-20T23:55:51,2017-10-21T00:00:15,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,3,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s81,2017-10-21T00:10:25,2017-10-21T00:11:24,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,3,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s82,2017-10-21T00:47:53,2017-10-21T00:48:00,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s83,2017-10-21T02:14:53,2017-10-21T02:14:59,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s84,2017-10-21T02:53:03,2017-10-21T02:54:18,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s85,2017-10-21T02:57:18,2017-10-21T02:58:16,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s85,2017-10-21T02:57:18,2017-10-21T02:58:16,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s86,2017-10-21T03:01:56,2017-10-21T03:02:03,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s87,2017-10-21T03:29:08,2017-10-21T03:30:50,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s88,2017-10-22T02:00:46,2017-10-22T02:01:46,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s89,2017-10-22T03:48:53,2017-10-22T03:49:45,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s89,2017-10-22T03:48:53,2017-10-22T03:49:45,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s9,2017-10-12T11:51:15,2017-10-12T11:52:02,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s9,2017-10-12T11:51:15,2017-10-12T11:52:02,"Odocoileus virginianus","White-tailed Deer",Juvenile,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s90,2017-10-22T08:00:00,2017-10-22T08:00:08,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s91,2017-10-22T08:03:50,2017-10-22T08:07:06,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s92,2017-10-22T08:46:48,2017-10-22T08:47:17,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s93,2017-10-22T08:49:59,2017-10-22T08:53:30,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s93,2017-10-22T08:49:59,2017-10-22T08:53:30,"Odocoileus virginianus","White-tailed Deer",Juvenile,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s94,2017-10-23T20:45:29,2017-10-23T20:45:36,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s95,2017-10-23T22:57:59,2017-10-23T22:58:30,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s96,2017-10-24T01:24:23,2017-10-24T01:25:30,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s97,2017-10-24T07:32:26,2017-10-24T07:32:33,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s98,2017-10-24T18:08:31,2017-10-24T18:35:19,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s98,2017-10-24T18:08:31,2017-10-24T18:35:19,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,13,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s98,2017-10-24T18:08:31,2017-10-24T18:35:19,"Cervus elaphus","Elk aka Red Deer",Juvenile,Unknown,N,5,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s98,2017-10-24T18:08:31,2017-10-24T18:35:19,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,5,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s99,2017-10-24T18:37:52,2017-10-24T18:38:49,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,3,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem084.20171010,Researcher,d33754,d33754s99,2017-10-24T18:37:52,2017-10-24T18:38:49,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.0695,-113.26437,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec014_Mem013.20180308,Researcher,d39061,d39061s1,2018-03-08T13:38:25,2018-03-08T13:39:08,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.07193,-113.2315,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec014_Mem013.20180308,Researcher,d39061,d39061s2,2018-04-16T09:01:45,2018-04-16T09:01:52,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.07193,-113.2315,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec037_Mem008.20180308,Researcher,d39052,d39052s1,2018-03-08T13:27:53,2018-03-08T13:28:09,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.07159,-113.2589,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec037_Mem008.20180308,Researcher,d39052,d39052s2,2018-03-10T16:33:14,2018-03-10T16:33:20,"Mephitis mephitis","Striped Skunk",Unknown,Unknown,N,1,47.07159,-113.2589,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec037_Mem008.20180308,Researcher,d39052,d39052s3,2018-03-21T21:28:25,2018-03-21T21:28:31,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,47.07159,-113.2589,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec037_Mem008.20180308,Researcher,d39052,d39052s4,2018-04-04T13:20:09,2018-04-04T13:20:40,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.07159,-113.2589,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec037_Mem008.20180308,Researcher,d39052,d39052s5,2018-04-14T16:35:50,2018-04-14T16:35:56,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.07159,-113.2589,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec037_Mem008.20180308,Researcher,d39052,d39052s6,2018-04-15T11:45:47,2018-04-15T11:46:01,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.07159,-113.2589,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec037_Mem008.20180308,Researcher,d39052,d39052s7,2018-04-16T09:27:20,2018-04-16T09:27:32,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.07159,-113.2589,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s1,2018-03-08T13:18:53,2018-03-08T13:19:56,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s10,2018-04-10T00:12:45,2018-04-10T00:12:52,"Unknown Canid","Unknown Canid",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s11,2018-04-16T07:35:16,2018-04-16T07:36:23,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s2,2018-03-12T20:24:59,2018-03-12T20:25:06,"No Animal","No Animal",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s3,2018-03-12T21:18:20,2018-03-12T21:18:26,"Mephitis mephitis","Striped Skunk",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s4,2018-03-14T04:41:45,2018-03-14T04:41:51,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s5,2018-03-16T22:47:24,2018-03-16T22:47:38,"Canis latrans",Coyote,Unknown,Unknown,N,2,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s6,2018-03-21T21:47:02,2018-03-21T21:47:09,"No Animal","No Animal",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s7,2018-03-23T20:09:19,2018-03-23T20:09:24,"No Animal","No Animal",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s8,2018-03-26T01:12:45,2018-03-26T01:13:14,"Canis latrans",Coyote,Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec043_Mem041.20180308,Researcher,d39058,d39058s9,2018-03-31T03:00:03,2018-03-31T03:00:10,"No Animal","No Animal",Unknown,Unknown,N,1,47.05877,-113.2605,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec025_Mem057.20180308,Researcher,d39053,d39053s1,2018-03-08T15:03:11,2018-03-08T15:04:13,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.07059,-113.24866,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec025_Mem057.20180308,Researcher,d39053,d39053s2,2018-03-14T01:38:42,2018-03-14T01:39:27,"Canis latrans",Coyote,Unknown,Unknown,N,1,47.07059,-113.24866,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec025_Mem057.20180308,Researcher,d39053,d39053s3,2018-03-15T23:07:28,2018-03-15T23:07:35,"No Animal","No Animal",Unknown,Unknown,N,1,47.07059,-113.24866,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec025_Mem057.20180308,Researcher,d39053,d39053s4,2018-04-08T11:09:00,2018-04-08T11:09:06,"No Animal","No Animal",Unknown,Unknown,N,1,47.07059,-113.24866,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec025_Mem057.20180308,Researcher,d39053,d39053s5,2018-04-08T11:35:59,2018-04-08T11:36:08,"No Animal","No Animal",Unknown,Unknown,N,1,47.07059,-113.24866,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec025_Mem057.20180308,Researcher,d39053,d39053s6,2018-04-14T10:53:57,2018-04-14T10:54:06,"No Animal","No Animal",Unknown,Unknown,N,1,47.07059,-113.24866,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec025_Mem057.20180308,Researcher,d39053,d39053s7,2018-04-16T15:33:09,2018-04-16T15:33:16,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.07059,-113.24866,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem054.20180308,Researcher,d39063,d39063s1,2018-03-08T12:39:49,2018-03-08T12:41:36,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.06505,-113.2575,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem054.20180308,Researcher,d39063,d39063s2,2018-03-24T22:20:19,2018-03-24T22:20:25,"Mephitis mephitis","Striped Skunk",Unknown,Unknown,N,1,47.06505,-113.2575,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem054.20180308,Researcher,d39063,d39063s3,2018-04-09T10:37:00,2018-04-09T10:37:07,"Canis familiaris","Domestic Dog",Unknown,Unknown,N,1,47.06505,-113.2575,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec006_Mem054.20180308,Researcher,d39063,d39063s4,2018-04-16T09:06:02,2018-04-16T09:06:10,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.06505,-113.2575,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s1,2018-03-08T14:18:58,2018-03-08T14:19:07,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s10,2018-03-16T12:05:52,2018-03-16T12:05:59,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s11,2018-03-17T11:06:27,2018-03-17T11:06:34,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s12,2018-03-17T11:39:56,2018-03-17T11:40:02,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s13,2018-03-18T15:18:10,2018-03-18T15:18:27,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s14,2018-03-18T15:31:01,2018-03-18T15:32:09,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s15,2018-03-18T15:38:11,2018-03-18T15:38:18,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s17,2018-03-21T01:53:34,2018-03-21T01:54:08,"Canis lupus","Gray Wolf",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s18,2018-03-23T11:39:42,2018-03-23T11:41:17,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s19,2018-03-23T11:43:17,2018-03-23T11:43:25,"Meleagris gallopavo","Wild Turkey",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s2,2018-03-08T15:11:58,2018-03-08T15:12:03,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s20,2018-03-23T12:20:34,2018-03-23T12:20:41,"Meleagris gallopavo","Wild Turkey",Adult,Female,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s21,2018-03-23T12:36:59,2018-03-23T12:37:05,"Meleagris gallopavo","Wild Turkey",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s22,2018-03-28T22:58:55,2018-03-28T22:59:01,"Unknown Canid","Unknown Canid",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s23,2018-04-03T13:20:33,2018-04-03T13:20:39,"Mephitis mephitis","Striped Skunk",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s24,2018-04-15T12:58:35,2018-04-15T12:58:43,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s25,2018-04-15T14:54:54,2018-04-15T14:55:00,"Other Bird species","Other Bird species",Unknown,Unknown,N,2,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s26,2018-04-15T14:56:16,2018-04-15T14:56:39,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.06714,-113.26332,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec050_Mem005.20180308,Researcher,d39056,d39056s27,2018-04-18T09:41:15,2018-04-18T09:41:29,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.06714,-113.26332,False
