deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d33986","BAC.TRMR_Rec032_Mem027.20170930","","","2017-09-30","2017-10-24","","","48.08644","-112.65137","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec032"
"d33992","BAC.TRMR_Rec043_Mem011.20170930","","","2017-09-30","2017-10-24","","","48.09460","-112.67353","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec043"
"d33983","BAC.TRMR_Rec014_Mem041.20170930","","","2017-09-30","2017-10-24","","","48.08585","-112.64051","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec014"
"d33984","BAC.TRMR_Rec022_Mem035.20170930","","","2017-09-30","2017-10-25","","","48.10909","-112.67836","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec022"
"d33971","BAC.TRMR_Rec009_Mem045.20170929","","","2017-09-29","2017-10-25","","","48.06885","-112.73141","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec009"
"d33990","BAC.TRMR_Rec039_Mem054.20170930","","","2017-09-30","2017-10-24","","","48.08273","-112.66779","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec039"
"d33964","BAC.TRMR_Rec013_Mem042.20170928","","","2017-09-28","2017-10-25","","","48.12456","-112.67891","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec013"
"d33967","BAC.TRMR_Rec025_Mem031.20170928","","","2017-09-28","2017-10-25","","","48.11824","-112.67083","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec025"
"d33979","BAC.TRMR_Rec041_Mem028.20170929","","","2017-09-29","2017-10-25","","","48.09549","-112.70609","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec041"
"d33965","BAC.TRMR_Rec018_Mem046.20170928","","","2017-09-28","2017-10-25","","","48.11697","-112.68006","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec018"
"d33988","BAC.TRMR_Rec034_Mem051.20170930","","","2017-09-30","2017-10-24","","","48.08595","-112.67902","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec034"
"d33963","BAC.TRMR_Rec012_Mem056.20170928","","","2017-09-28","2017-10-25","","","48.12029","-112.68996","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec012"
"d33972","BAC.TRMR_Rec016_Mem043.20170929","","","2017-09-29","2017-10-26","","","48.10933","-112.71096","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera lens was iced over when picked up (the snow storm happened the night before pickup).","No Bait","","Not Entered","","","17.4","","","Rec016"
"d33991","BAC.TRMR_Rec042_Mem038.20170930","","","2017-09-30","2017-10-26","","","48.10347","-112.68336","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec042"
"d33978","BAC.TRMR_Rec040_Mem032.20170929","","","2017-09-29","2017-10-26","","","48.10963","-112.69820","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera iced over at retrieval. Snow storm occurred the night before retrieval.","No Bait","","Not Entered","","","21","","","Rec040"
"d33970","BAC.TRMR_Rec003_Mem033.20170929","","","2017-09-29","2017-10-25","","","48.07873","-112.72671","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec003"
"d33976","BAC.TRMR_Rec030_Mem049.20170929","","","2017-09-29","2017-10-25","","","48.07124","-112.72226","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec030"
"d33974","BAC.TRMR_Rec021_Mem030.20170929","","","2017-09-29","2017-10-25","","","48.08444","-112.73006","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec021"
"d33969","BAC.TRMR_Rec002_Mem055.20170929","","","2017-09-29","2017-10-25","","","48.06215","-112.73085","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec002"
"d33973","BAC.TRMR_Rec020_Mem052.20170929","","","2017-09-29","2017-10-25","","","48.09077","-112.71625","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec020"
"d33975","BAC.TRMR_Rec028_Mem036.20170929","","","2017-09-29","2017-10-25","","","48.05808","-112.72134","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec028"
"d33977","BAC.TRMR_Rec036_Mem044.20170929","","","2017-09-29","2017-10-26","","","48.10327","-112.71238","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec036"
"d33769","BAC.BAND_Rec015_Mem086.20171014","","","2017-10-14","2017-11-02","","","47.06470","-113.24599","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec015"
"d33761","BAC.BAND_Rec047_Mem067.20171010","","","2017-10-10","2017-11-02","","","47.10530","-113.23927","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12","","","Rec047"
"d33751","BAC.BAND_Rec058_Mem080.20171010","","","2017-10-10","2017-11-02","","","47.07180","-113.23661","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","25","","","Rec058"
"d33758","BAC.BAND_Rec053_Mem075.20171010","","","2017-10-10","2017-11-02","","","47.10150","-113.22168","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","22","","","Rec053"
"d33760","BAC.BAND_Rec046_Mem065.20171010","","","2017-10-10","2017-11-02","","","47.09970","-113.23070","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14","","","Rec046"
"d33759","BAC.BAND_Rec055_Mem077.20171010","","","2017-10-10","2017-11-02","","","47.09350","-113.23580","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19","","","Rec055"
"d33770","BAC.BAND_Rec001_Mem087.20171014","","","2017-10-10","2017-11-02","","","47.07660","-113.26166","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec001"
"d33762","BAC.BAND_Rec048_Mem066.20171010","","","2017-10-10","2017-11-02","","","47.09540","-113.22334","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16","","","Rec048"
"d33752","BAC.BAND_Rec045_Mem068.20171010","","","2017-10-10","2017-11-02","","","47.06780","-113.22416","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14","","","045"
"d33753","BAC.BAND_Rec056_Mem078.20171010","","","2017-10-10","2017-11-02","","","47.06610","-113.23476","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14","","","Rec056"
"d33749","BAC.BAND_Rec059_Mem081.20171010","","","2017-10-10","2017-11-02","","","47.07590","-113.25140","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14","","","Rec059"
"d33766","BAC.BAND_Rec057_Mem079.20171010","","","2017-10-10","2017-11-02","","","47.08820","-113.22150","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12","","","Rec057"
"d33755","BAC.BAND_Rec054_Mem076.20171010","","","2017-10-10","2017-11-02","","","47.06390","-113.25955","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16","","","Rec054"
"d33765","BAC.BAND_Rec052_Mem074.20171010","","","2017-10-10","2017-11-02","","","47.09310","-113.20876","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.8","","","Rec052"
"d33756","BAC.BAND_Rec004_Mem082.20171010","","","2017-10-10","2017-11-02","","","47.06419","-113.26933","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec004"
"d33767","BAC.BAND_Rec017_Mem083.20171014","","","2017-10-14","2017-11-03","","","47.05896","-113.23197","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec017"
"d33768","BAC.BAND_Rec051_Mem073.20171014","","","2017-10-14","2017-11-03","","","47.05163","-113.23579","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec051"
"d33757","BAC.BAND_Rec024_Mem085.20171010","","","2017-10-10","2017-11-02","","","47.07974","-113.23852","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14","","","Rec024"
"d33981","BAC.TRMR_Rec008_Mem039.20170930","","","2017-09-30","2017-10-24","","","48.09418","-112.68413","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec008"
"d35938","BAC.TRMR_Rec021_Mem018.20171025","","","2017-10-25","2017-12-01","","","48.08784","-112.73553","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec021"
"d33968","BAC.TRMR_Rec029_Mem037.20170928","","","2017-09-28","2017-10-25","","","48.11088","-112.68813","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Cows repeatedly knocked camera around until it faced the sky on 10/25/17 17:26","No Bait","","Not Entered","","","16.5","","","Rec029"
"d33750","BAC.BAND_Rec027_Mem069.20171010","","","2017-10-10","2017-11-02","","","47.06960","-113.25455","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","25","","","Rec027"
"d33754","BAC.BAND_Rec006_Mem084.20171010","","","2017-10-10","2017-11-02","","","47.06950","-113.26437","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec006"
"d35930","BAC.TRMR_Rec014_Mem001.20171024","","","2017-10-24","2017-12-02","","","48.08890","-112.63508","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec014"
"d35932","BAC.TRMR_Rec043_Mem063.20171024","","","2017-10-24","2017-12-02","","","48.08612","-112.66689","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec043"
"d35954","BAC.TRMR_Rec026_Mem070.20171026","","","2017-10-26","2017-12-02","","","48.10679","-112.71175","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec026"
"d35941","BAC.TRMR_Rec019_Mem058.20171025","","","2017-10-25","2017-11-30","","","48.12403","-112.66026","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14","","","Rec019"
"d39077","BAC.TRMR_Rec002_Mem081.20171201","","","2017-12-01","2018-02-05","","","48.06730","-112.72678","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera Under Snow at Retrieval","No Bait","","Not Entered","","","16.5","","","Rec002"
"d39093","BAC.TRMR_Rec043_Mem046.20171202","","","2017-12-03","2018-02-02","","","48.08319","-112.67949","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec048"
"d39082","BAC.TRMR_Rec041_Mem073.20171201","","","2017-12-01","2018-01-21","","","48.09690","-112.71252","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Cows knocked camera over on 1/21/18 8:18","No Bait","","Not Entered","","","30.1","","","Rec041"
"d39103","BAC.TRMR_Rec001_Mem029.20180203","","","2018-02-03","2018-03-23","","","48.12470","-112.68417","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec001"
"d39076","BAC.TRMR_Rec018_Mem080.20171201","","","2017-12-01","2018-02-05","","","48.06360","-112.73605","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec018"
"d39096","BAC.TRMR_Rec010_Mem069.20171203","","","2017-12-03","2018-02-03","","","48.08550","-112.65706","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec010"
"d39104","BAC.TRMR_Rec054_Mem003.20180203","","","2018-02-04","2018-03-23","","","48.11780","-112.68630","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera in tree well when recovered.","No Bait","","Not Entered","","","11","","","Rec054"
"d35959","BAC.TRMR_Rec041_Mem009.20171026","","","2017-10-26","2017-12-01","","","48.09949","-112.71354","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","27.4","","","Rec041"
"d39079","BAC.TRMR_Rec030_Mem085.20171201","","","2017-12-01","2018-02-05","","","48.08580","-112.73708","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera under snow at retrieval","No Bait","","Not Entered","","","11","","","Rec030"
"d35943","BAC.TRMR_Rec013_Mem024.20171025","","","2017-10-25","2017-12-02","","","48.10706","-112.67759","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec013"
"d39083","BAC.TRMR_Rec009_Mem079.20171201","","","2017-12-01","2018-02-05","","","48.06030","-112.72356","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Far fir is 13m. Camera was under snow at retrieval","No Bait","","Not Entered","","","13.7","","","Rec009"
"d35931","BAC.TRMR_Rec039_Mem057.20171024","","","2017-10-24","2017-12-02","","","48.08998","-112.68051","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","23.8","","","Rec039"
"d35953","BAC.TRMR_Rec016_Mem019.20171026","","","2017-10-26","2017-11-30","","","48.11205","-112.68251","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec016"
"d39094","BAC.TRMR_Rec014_Mem036.20171202","","","2017-12-02","2018-02-03","","","48.08270","-112.64838","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec014"
"d35951","BAC.TRMR_Rec022_Mem014.20171025","","","2017-10-25","2017-12-01","","","48.09152","-112.72112","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec022"
"d35936","BAC.TRMR_Rec007_Mem008.20171024","","","2017-10-24","2017-12-02","","","48.08125","-112.62807","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec007"
"d39105","BAC.TRMR_Rec052_Mem048.20180203","","","2018-02-03","2018-03-24","","","48.07940","-112.64002","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec052"
"d39097","BAC.TRMR_Rec038_Mem071.20171203","","","2017-12-03","2017-12-08","","","48.09720","-112.66457","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Cows knocked camera over on 12/9/17 1:32 and camera rendered useless.","No Bait","","Not Entered","","","21.9","","","Rec038"
"d39100","BAC.TRMR_Rec013_Mem040.20180202","","","2018-02-02","2018-03-26","","","48.11510","-112.65516","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec013"
"d35942","BAC.TRMR_Rec020_Mem015.20171025","","","2017-10-25","2017-12-01","","","48.09337","-112.70990","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec020"
"d39075","BAC.TRMR_Rec003_Mem084.20171201","","","2017-12-01","2018-02-05","","","48.08050","-112.72952","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec003"
"d39109","BAC.TRMR_Rec007_Mem052.20180203","","","2018-02-03","2018-03-24","","","48.08460","-112.66328","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec007"
"d35939","BAC.TRMR_Rec003_Mem021.20171025","","","2017-10-25","2017-12-01","","","48.08083","-112.73383","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec003"
"d39073","BAC.TRMR_Rec044_Mem077.20171201","","","2017-12-01","2018-01-14","","","48.10230","-112.70596","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera knocked over by cows on 1/14/18 10:59 and rendered useless","No Bait","","Not Entered","","","11.9","","","Rec044"
"d39106","BAC.TRMR_Rec004_Mem010.20180203","","","2018-02-03","2018-03-24","","","48.07320","-112.63686","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera in tree well when recovered","No Bait","","Not Entered","","","18.3","","","Rec004"
"d35956","BAC.TRMR_Rec040_Mem016.20171026","","","2017-10-26","2017-12-02","","","48.10558","-112.69945","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec040"
"d39108","BAC.TRMR_Rec047_Mem043.20180203","","","2018-02-03","2018-03-23","","","48.08440","-112.65200","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","23.5","","","Rec047"
"d35950","BAC.TRMR_Rec028_Mem022.20171025","","","2017-10-25","2017-12-01","","","48.07463","-112.72707","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec028"
"d39074","BAC.TRMR_Rec016_Mem078.20171201","","","2017-12-01","2018-02-05","","","48.05560","-112.73047","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec016"
"d39070","BAC.TRMR_Rec019_Mem066.20171130","","","2017-11-30","2017-12-04","","","48.11650","-112.68900","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Unknown Failure","Camera ran out of battery on 12/4/17 7:30 after taking several cow photos","No Bait","","Not Entered","","","22.9","","","Rec019"
"d35933","BAC.TRMR_Rec033_Mem006.20171024","","","2017-10-24","2017-12-02","","","48.07708","-112.64198","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec033"
"d35955","BAC.TRMR_Rec010_Mem013.20171026","","","2017-10-26","2017-12-02","","","48.10041","-112.68050","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec010"
"d35952","BAC.TRMR_Rec029_Mem020.20171026","","","2017-10-26","2017-12-02","","","48.09847","-112.69313","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec029"
"d39078","BAC.TRMR_Rec028_Mem082.20171201","","","2017-12-01","2018-02-05","","","48.07400","-112.72147","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec028"
"d39095","BAC.TRMR_Rec039_Mem030.20171202","","","2017-12-02","2018-02-04","","","48.10830","-112.70231","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec039"
"d35937","BAC.TRMR_Rec038_Mem005.20171024","","","2017-10-24","2017-11-25","","","48.09759","-112.66799","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera bent over by cows on 11/25/17 15:13. Stopped data collection then.","No Bait","","Not Entered","","","15.5","","","Rec038"
"d39092","BAC.TRMR_Rec023_Mem056.20171202","","","2017-12-02","2018-02-04","","","48.10820","-112.67422","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec023"
"d33982","BAC.TRMR_Rec010_Mem040.20170930","","","2017-09-30","2017-10-26","","","48.10016","-112.69540","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec010"
"d39061","BAC.BAND_Rec014_Mem013.20180308","","","2018-03-08","2018-04-16","","","47.07193","-113.23150","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20","","","Rec014"
"d39069","BAC.TRMR_Rec025_Mem065.20171130","","","2017-11-30","2018-02-02","","","48.12290","-112.66846","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","30.2","","","Rec025"
"d35958","BAC.TRMR_Rec037_Mem088.20171026","","","2017-10-26","2017-12-02","","","48.10732","-112.68877","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec037"
"d39072","BAC.TRMR_Rec040_Mem068.20171202","","","2017-12-02","2018-02-03","","","48.09755","-112.67786","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec040"
"d39052","BAC.BAND_Rec037_Mem008.20180308","","","2018-03-08","2018-04-16","","","47.07159","-113.25890","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","Rec037"
"d39374","BAC.TRMR_Rec029_Mem001.20180204","","","2018-02-04","2018-03-23","","","48.09491","-112.70750","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec029"
"d39058","BAC.BAND_Rec043_Mem041.20180308","","","2018-03-08","2018-04-16","","","47.05877","-113.26050","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","Rec043"
"d39372","BAC.TRMR_Rec023_Mem075.20180204","","","2018-02-04","2018-03-26","","","48.11007","-112.67219","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20","","","Rec023"
"d39053","BAC.BAND_Rec025_Mem057.20180308","","","2018-03-08","2018-04-16","","","47.07059","-113.24866","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20","","","Rec025"
"d39381","BAC.TRMR_Rec027_Mem009.20180205","","","2018-02-05","2018-03-25","","","48.08023","-112.72636","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec027"
"d39385","BAC.TRMR_Rec044_Mem022.20180205","","","2018-02-05","2018-03-25","","","48.09013","-112.71800","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera covered with snow for a large portion of the time","No Bait","","Not Entered","","","13.7","","","Rec044"
"d39085","BAC.TRMR_Rec026_Mem049.20171202","","","2017-12-02","2018-02-04","","","48.10530","-112.68681","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec026"
"d39087","BAC.TRMR_Rec032_Mem045.20171202","","","2017-12-02","2018-02-04","","","48.09102","-112.66814","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Far bush is 12.5 m","No Bait","","Not Entered","","","12.8","","","Rec032"
"d35935","BAC.TRMR_Rec032_Mem004.20171024","","","2017-10-24","2017-12-02","","","48.08395","-112.65436","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec032"
"d39081","BAC.TRMR_Rec022_Mem087.20171201","","","2017-12-01","2018-02-04","","","48.09035","-112.70834","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec022"
"d39063","BAC.BAND_Rec006_Mem054.20180308","","","2018-03-08","2018-04-16","","","47.06505","-113.25750","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","22","","","Rec006"
"d39084","BAC.TRMR_Rec020_Mem083.20171201","","","2017-12-01","2018-02-04","","","48.09630","-112.70177","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec20"
"d39386","BAC.TRMR_Rec058_Mem007.20180205","","","2018-02-05","2018-03-25","","","48.05754","-112.71917","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17","","","Rec058"
"d39379","BAC.TRMR_Rec055_Mem032.20180204","","","2018-02-04","2018-03-24","","","48.09259","-112.67567","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","25","","","Rec055"
"d39090","BAC.TRMR_Rec029_Mem033.20171202","","","2017-12-02","2018-02-04","","","48.10770","-112.71519","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec29"
